expedient;identificador;descripcio_contracte;data_adj;estat_licitacio;organ_contractacio;CPV;valor_estimat;link;metode_cerca;time_download;downloaded_documents;error_download;comment;downloaded documents
2021-0-62;8007330;Suministro de implantes para la cirugía de la columna para el Hospital Universitario 12 de Octubre.;;Resuelta;Hospital Universitario 12 de Octubre;"33184100;";3727495,93;https://contratos-publicos.comunidad.madrid/contrato-publico/suministro-implantes-cirugia-columna-hospital-universitario-12-octubre-0;Proveïdor: A28218675;55,45;20;;;0
2022-0-025;8146179;Marcapasos de monitorización remota;05/11/2021 0:00;Adjudicada;Gerencia Sector Sanitario de Zaragoza 3;"33184000;";2978488,0;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=arzU%2BcDe6%2B9vYnTkQN0%2FZA%3D%3D;CPV: 33184000;46,63;4;;;0
PAPC 2021-1-14;8266689;Suministro de Implantes de Columna para el Hospital Universitario de Getafe.;10/02/2022 0:00;Adjudicada;Hospital Universitario de Getafe;"33141770;";4845249,51;https://contratos-publicos.comunidad.madrid/contrato-publico/suministro-implantes-columna-hospital-universitario-getafe;CPV: 33141770, Proveïdor: A28218675;65,99;24;;;0
2022-0-008;8280652;Implantes para Hemodinámica;28/12/2021 0:00;Adjudicada;Gerencia Sector Sanitario de Zaragoza 3;"33184000;";2999990,0;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=9%2BUnEBCkbWxvYnTkQN0%2FZA%3D%3D;CPV: 33184000;98,97;8;;;0
"11/2022;2020011955";8316552;la celebración de un acuerdo marco con varios adjudicatarios para la realización del suministro de apósitos hemostáticos, absorbentes postquirúrgicos de protección y fijación,con destino a Centros Sanitarios dependientes de la Gerencia Regional de Salud de Castilla y León;03/03/2022 0:00;Resuelta;Gerencia Regional de Salud de Castilla y León;"33141110;";9483755,6;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=vtEnVj0j8J8uf4aBO%2BvQlQ%3D%3D;Proveïdor: A28218675;216,1;24;;;0
2021-0-102;8336925;Suministro de sistemas de osteosíntesis para el Servicio de Maxilofacial y de Neurocirugía del Hospital Universitario 12 de Octubre.;30/12/2021 0:00;Resuelta;Hospital Universitario 12 de Octubre;"33184100;";2023178,15;https://contratos-publicos.comunidad.madrid/contrato-publico/suministro-sistemas-osteosintesis-servicio-maxilofacial-neurocirugia-hospital;CPV prefix 33:  | Keywords: osteosintesis, Proveïdor: A28218675;48,85;17;;;0
PA HUPA 93/21;8337052;Implantes de artroplastia y artroscopia de hombro;05/01/2022 0:00;Resuelta;Hospital Universitario Príncipe de Asturias;"33184100;";569490,52;https://contratos-publicos.comunidad.madrid/contrato-publico/implantes-artroplastia-artroscopia-hombro-hospital-universitario-principe-asturias;Proveïdor: A28218675;26,71;9;;;0
2022-0-001 (A/SUM-034344/2021);8351113;Adquisición de clavo de osteosíntesis para cadera y sistema de cementación óseo al vacío para el Hospital Universitario Infanta Leonor.;10/01/2022 0:00;Resuelta;Hospital Universitario Infanta Leonor;"33697110;33141770;";471360,0;https://contratos-publicos.comunidad.madrid/contrato-publico/adquisicion-clavo-osteosintesis-cadera-sistema-cementacion-oseo-vacio-hospital;CPV prefix 33:  | Keywords: osteosintesis, CPV: 33141770;65,57;23;;;0
PIC2021_28085;8363975;Contratación del suministro de material de osteosíntesis y otro material complementario con destino al HOSPITAL FRATERNIDAD-MUPRESPA HABANA;24/06/2022 0:00;Resuelta;Gerencia de Fraternidad Muprespa - Mútua Colaboradora con la Seguridad Social nº 275;"33183300;33184100;";7057260,0;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=adB96SpIaU6mq21uxhbaVQ%3D%3D;CPV: 33183300;109,77;17;;;0
PIC2021_28085;8363975;Contratación del suministro de material de osteosíntesis y otro material complementario con destino al HOSPITAL FRATERNIDAD-MUPRESPA HABANA;24/06/2022 0:00;Resuelta;Gerencia de Fraternidad Muprespa - Mútua Colaboradora con la Seguridad Social nº 275;"33184100;33183300;";7057260,0;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=adB96SpIaU6mq21uxhbaVQ%3D%3D;CPV prefix 33:  | Keywords: osteosintesis, Proveïdor: A28218675;109,77;17;;;0
2021/02057;8366123;Suministro de osteosíntesis (3) para región pierna a tobillo para el H.U. Donostia (OSI Donostialdea);;Resuelta;Director Gerente;"33183300;";1526464,8;https://www.contratacion.euskadi.eus/webkpe00-kpeperfi/es/contenidos/anuncio_contratacion/exposakisap2021002057/es_doc/index.html;CPV prefix 33:  | Keywords: osteosintesis, CPV: 33183300;20,25;3;;;0
121/2021;8393891;Suministro de material de osteosíntesis y cesión de equipos para Unión de Mutuas.;22/11/2021 0:00;Resuelta;Dirección Gerencia de Unión de Mutuas, Mutua Colaboradora con la Seguridad Social Nº 267;"33140000;33184100;";737816,36;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=1eTYkZHmsAOiEJrVRqloyA%3D%3D;CPV prefix 33:  | Keywords: osteosintesis, Proveïdor: A28218675;46,48;7;;;0
037-2021-0183;8403184;Suministro de implantes quirúrgicos para MUTUA UNIVERSAL en Clínica DELFOS de Barcelona;03/03/2022 0:00;Resuelta;Mutua Universal Mugenat, Mutua Colaboradora con la Seguridad Social nº 10;"33184100;33183300;";1968275,4;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=aoKY8bsEL8xvYnTkQN0%2FZA%3D%3D;CPV: 33183300, Proveïdor: A28218675;99,7;9;;Cap document extret d'enllaços interiors;0
P.A. (AM) 2021-0-25;8562292;Suministro de prótesis de cadera primaria;;Adjudicada;Hospital Universitario La Paz;"33184100;";2295538,64;https://contratos-publicos.comunidad.madrid/contrato-publico/pa-am-2021-0-25-suministro-protesis-cadera-primaria;Proveïdor: A28218675;42,36;14;;;0
2021/02312;8588539;Suministro de Material para el Servicio de Neurocirugía de la Organización Sanitaria Integrada Ezkerraldea Enkarterri Cruces;09/11/2022 0:00;Resuelta;Director Gerente;"33140000;";12279242,53;https://www.contratacion.euskadi.eus/webkpe00-kpeperfi/es/contenidos/anuncio_contratacion/exposakisap2021002312/es_doc/index.html;Proveïdor: A28218675;19,46;2;;;0
2022-7-007;8715429;Prótesis para radiología vascular intervencionista.;17/11/2021 0:00;Resuelta;Gerencia Sector Sanitario de Zaragoza 3;"33184000;";192405,12;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=UsJIgqYTCzQBPRBxZ4nJ%2Fg%3D%3D;CPV: 33184000;35,89;2;;;0
2021000046;8741115;Suministro de Dispositivos y Material Sanitario para tratamiento endovascular de Ictus para el Servicio de Neurorradiología del Hospital Universitario Ramón y Cajal;31/03/2022 0:00;Resuelta;Hospital Universitario Ramón y Cajal;"33140000;";3242021,55;https://contratos-publicos.comunidad.madrid/contrato-publico/suministro-dispositivos-material-sanitario-tratamiento-endovascular-ictus-servicio;Proveïdor: A28218675;35,06;12;;;0
2022-0-03;8750310;Suministro de mallas para Incontinencia Urinaria,Prolapsos Vaginales y Esfínter Urinario Implantable para el Hospital Universitario 12 de Octubre;;Resuelta;Hospital Universitario 12 de Octubre;"33140000;";479529,38;https://contratos-publicos.comunidad.madrid/contrato-publico/suministro-mallas-incontinencia-urinariaprolapsos-vaginales-esfinter-urinario;Proveïdor: A28218675;42,34;26;;;0
PA SUM 21-032;8828078;Suministro de prótesis y placas de miembro superior para el Servicio de Traumatología del Hospital Universitario de Fuenlabrada;28/02/2022 0:00;Resuelta;Hospital Universitario de Fuenlabrada;"33184100;";986310,0;https://contratos-publicos.comunidad.madrid/contrato-publico/suministro-protesis-placas-miembro-superior-servicio-traumatologia-hospital;CPV prefix 33:  | Keywords: placas;29,22;10;;;0
2021/02594;8851104;Acuerdo Marco para el suministro de Osteosíntesis, prótesis y otros implantes para miembro superior y miembro inferior para el Servicio de Traumatología de OSI Barrualde-Galdakao;14/03/2022 0:00;Resuelta;Director Gerente;"33184100;";4941971,02;https://www.contratacion.euskadi.eus/webkpe00-kpeperfi/es/contenidos/anuncio_contratacion/exposakisap2021002594/es_doc/index.html;CPV prefix 33:  | Keywords: osteosintesis, Proveïdor: A28218675;18,01;2;;;0
SCS-2022-26;8924856;SCS-2022-26: Adquisició d'aparells mèdics, mobiliari clínic i instrumental per al Centre de Salut CMA-Urgències de Granollers.;11/11/2022 8:00;Adjudicada;Servei Català de la Salut (CatSalut);"39151100;38000000;33194100;33192300;33192000;33191000;33190000;33172100;33169000;33162100;33123200;33100000;38516000;34000000;33192340;33192160;33191100;33186200;33169300;33167000;33162000;33122000;";1563050,0;https://contractaciopublica.cat/ca/detall-publicacio/4565dfd4-c6b8-256c-36fc-0a70baa7b81e/200051492;Proveïdor: A28218675;173,14;39;"Sense secció ""Exec""";;0
PA SUM 21-044;8972736;Suministro de suturas manuales para el Hospital Universitario de Fuenlabrada;25/03/2022 0:00;Resuelta;Hospital Universitario de Fuenlabrada;"33141120;";212498,82;https://contratos-publicos.comunidad.madrid/contrato-publico/suministro-suturas-manuales-hospital-universitario-fuenlabrada-1;Proveïdor: A28218675;43,48;15;;;0
LICT/99/114/2021/0146;8986645;Contratación del Suministro de medicamentos y productos sanitarios destinados a los Centros Hospitalarios de FREMAP, Mutua Colaboradora con la Seguridad Social Nº 61, sitos en Majadahonda, Sevilla, Barcelona y Vigo;11/05/2022 0:00;Resuelta;Director Gerente de FREMAP;"33600000;33141000;";396436,04;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=ErfNF8JiFyMuf4aBO%2BvQlQ%3D%3D;Proveïdor: A28218675;114,8;15;;;0
2022-0-07;9013190;"Suministro de sistemas de osteosíntesis reabsorbible para cirugía craneofacial pediátrica para el&nbsp;Hospital Universitario 12 de Octubre.";;Resuelta;Hospital Universitario 12 de Octubre;"33184100;";19744,32;https://contratos-publicos.comunidad.madrid/contrato-publico/suministro-sistemas-osteosintesis-reabsorbible-cirugia-craneofacial-pediatrica;CPV prefix 33:  | Keywords: osteosintesis, Proveïdor: A28218675;40,75;13;;;0
A/SUM-000005/2022;9020771;"Suministro de ´prótesis de cadera y de revisión para&nbsp;el Hospital General Universitario Gregorio Marañón";18/03/2023 0:00;Resuelta;Hospital General Universitario Gregorio Marañón;"33184100;";5671493,36;https://contratos-publicos.comunidad.madrid/contrato-publico/suministro-protesis-cadera-revision-hgu-gregorio-maranon;Proveïdor: A28218675;69,67;23;;;0
PA SUM 22-005;9096816;Suministro de fungible de artroscopia para el servicio de traumatología del Hospital Universitario de Fuenlabrada;29/04/2022 0:00;Resuelta;Hospital Universitario de Fuenlabrada;"33184100;";776516,0;https://contratos-publicos.comunidad.madrid/contrato-publico/suministro-fungible-artroscopia-servicio-traumatologia-hospital-universitario-0;Proveïdor: A28218675;42,88;14;;;0
2021-219;9107686;Subministrament de sutura manual amb destí a l'Hospital Clínic de Barcelona (HCB);05/05/2023 13:38;Resuelta;Consorci Hospital Clínic de Barcelona (HCB);"33141121;";1945726,82;https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/ca_ES/notice.pscp?idDoc=94726172&reqCode=viewCn;Proveïdor: A28218675;55,99;10;Alguns documents no s'han pogut descarregar (1 error(s));;0
GCASU2200001;9130138;Suministro de Productos de sutura mecánica laparoscópica y cirugía abierta para el Hospital Universitario Infanta Sofia.;18/03/2022 0:00;Resuelta;Hospital Universitario Infanta Sofía;"33141121;";3383663,6;https://contratos-publicos.comunidad.madrid/contrato-publico/suministro-productos-sutura-mecanica-laparoscopica-cirugia-abierta-hospital;Proveïdor: A28218675;44,26;15;;;0
2022000004;9185717;Suministro de apósitos hemostáticos para el Hospital Universitario Ramón y Cajal;;Resuelta;Hospital Universitario Ramón y Cajal;"33141100;";798766,54;https://contratos-publicos.comunidad.madrid/contrato-publico/suministro-apositos-hemostaticos-hospital-universitario-ramon-cajal;Proveïdor: A28218675;34,83;10;;;0
A/SUM-000602/2022;9221241;"Suministro de enclavados intramedulares para el Hospital General Universitario ""Gregorio Marañón"".";;Resuelta;Hospital General Universitario Gregorio Marañón;"33141770;";3065580,0;https://contratos-publicos.comunidad.madrid/contrato-publico/suministro-enclavados-intramedulares-hospital-general-universitario-gregorio;CPV: 33141770;40,37;13;;;0
2022-0-057;9237738;Material diverso para osteosíntesis;16/05/2022 0:00;Resuelta;Gerencia Sector Sanitario de Zaragoza 3;"33140000;";182143,75;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=28JvlctrqDgSugstABGr5A%3D%3D;CPV prefix 33:  | Keywords: osteosintesis, Proveïdor: A28218675;99,61;24;;;0
2021/00968;9240488;Suministro de Material de Osteosíntesis para los Servicios de Cirugía Maxilofacial y Cirugía Plástica de la Organización Sanitaria Integrada Ezkerraldea Enkarterri Cruces;;Resuelta;OSAKIDETZA - Servicio Vasco de Salud -Director Gerente;"33140000;";1106586,77;https://www.contratacion.euskadi.eus/webkpe00-kpeperfi/es/contenidos/anuncio_contratacion/exposakisap2021000968/es_doc/index.html;CPV prefix 33:  | Keywords: osteosintesis;19,18;3;;;0
LICT/99/139/2021/0170;9265560;Contratación del Suministro de implantes quirúrgicos para cirugías de columna para los Hospitales de FREMAP, Mutua Colaboradora con la Seguridad Social nº 61.;22/06/2022 0:00;Resuelta;Director Gerente de FREMAP;"33184100;";7128936,67;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=QhbUwobkfOBvYnTkQN0%2FZA%3D%3D;Proveïdor: A28218675;122,53;17;;;0
PIC2022_28506;9302423;Contratación del suministro de material de osteosíntesis de columna para el HOSPITAL FRATERNIDAD-MUPRESPA HABANA.;15/09/2023 0:00;Resuelta;Gerencia de Fraternidad Muprespa - Mútua Colaboradora con la Seguridad Social nº 275;"33183300;33184100;";3683400,0;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=Gc7z8GucW82rz3GQd5r6SQ%3D%3D;CPV prefix 33:  | Keywords: osteosintesis;203,17;17;;;0
PIC2022_28506;9302423;Contratación del suministro de material de osteosíntesis de columna para el HOSPITAL FRATERNIDAD-MUPRESPA HABANA.;15/09/2023 0:00;Resuelta;Gerencia de Fraternidad Muprespa - Mútua Colaboradora con la Seguridad Social nº 275;"33184100;33183300;";3683400,0;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=Gc7z8GucW82rz3GQd5r6SQ%3D%3D;CPV: 33183300;203,17;17;;;0
2021/A/SUM/0021;9327317;"suministro de material de osteosíntesis de miembros superiores, prótesis de codo y miembros inferiores_x000D_
para el hospital de MAZ M.C.S.S. Nº11";09/08/2022 0:00;Resuelta;Gerencia de MAZ Mútua de Accidentes de Trabajo y Enfermedades Profesionales de la Seguridad Social nº 11;"33141770;33141750;33184100;";5251612,61;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=F0wQRx5qF8oBPRBxZ4nJ%2Fg%3D%3D;CPV prefix 33:  | Keywords: osteosintesis, CPV: 33141770, Proveïdor: A28218675;163,94;23;;;0
028-2021-0404;9394850;Suministro de material quirúrgico para Mutua Universal en Clínica del ROSARIO de Madrid;23/09/2022 0:00;Resuelta;Mutua Universal Mugenat, Mutua Colaboradora con la Seguridad Social nº 10;"33183300;33184100;";1701000,0;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=7ATdtttl0iGXQV0WE7lYPw%3D%3D;CPV: 33183300;135,58;6;;Cap document extret d'enllaços interiors;0
PA 9-2022;9416376;"Suministro de material de sutura mecánica para cirugía abierta y endoscópica y otros dispositivos&nbsp;quirúrgicos para el Hospital Universitario Severo Ochoa";;Resuelta;Hospital Universitario Severo Ochoa;"33141100;";2162862,59;https://contratos-publicos.comunidad.madrid/contrato-publico/suministro-material-sutura-mecanica-cirugia-abierta-endoscopica-otros-dispositivos;Proveïdor: A28218675;51,0;17;;;0
CP00009/2022;9521060;Suministro de Material de Osteosíntesis Extremidad Superior para ASEPEYO, Mutua Colaboradora con la Seguridad Social, núm. 151.;04/07/2022 0:00;Resuelta;Subdirección General Sanitaria de ASEPEYO. Mutua Colaboradora con la Seguridad Social. num. 151;"33184100;";536842,68;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=iFEpt%2BZFl7OiEJrVRqloyA%3D%3D;CPV prefix 33:  | Keywords: osteosintesis;90,82;10;;;0
P.A. 34/2022 HUP;9521226;Suministro de placas y tubos con medios de cultivo para Microbiología;;Resuelta;Hospital Universitario de La Princesa;"33696500;";598556,0;https://contratos-publicos.comunidad.madrid/contrato-publico/placas-tubos-medios-cultivo-microbiologia-hospital-universitario-princesa;CPV prefix 33:  | Keywords: placas;28,39;9;;;0
SSCC AM 33/22;9539338;Acuerdo Marco múltiple para la adquisición de nebulizadores y cámaras inhalatorias para fármacos y humificadores para vía aérea con cesión  de equipos  para los centros del Servei de Salut de las islas  Baleares.;26/09/2022 0:00;Resuelta;Servicio de Salud de las Illes Balears;"33157000;33184000;";1150104,12;https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=XqD6YbSVtsCrz3GQd5r6SQ%3D%3D;CPV: 33184000;15,54;1;;;0
2022/00914;9595479;Suministro de osteosíntesis para región tobillo a pie para el H.U. Donostia (OSI Donostialdea). PARTE PRIMERA;07/06/2022 0:00;Resuelta;Director Gerente;"33183300;";1077969,6;https://www.contratacion.euskadi.eus/webkpe00-kpeperfi/es/contenidos/anuncio_contratacion/exposakisap2022000914/es_doc/index.html;CPV prefix 33:  | Keywords: osteosintesis, CPV: 33183300, Proveïdor: A28218675;20,53;3;;;0
2022/00993;9646450;Suministro de osteosíntesis para región tobillo a pie para el H.U. Donostia (OSI Donostialdea). PARTE SEGUNDA;;Resuelta;Director Gerente;"33183300;";340420,8;https://www.contratacion.euskadi.eus/webkpe00-kpeperfi/es/contenidos/anuncio_contratacion/exposakisap2022000993/es_doc/index.html;CPV prefix 33:  | Keywords: osteosintesis, CPV: 33183300;17,67;2;;;0
